Search City	Job Title	Company	Location	Required Skills	Posted Date	Job URL
Delhi	Executive - Operations	Startek	"Noida, United States (USA)"	Resource Allocation | Efficiency | Process Improvement | Cost Optimization | Team Leadership | Supply Chain Management | Operations | Logistics	3+ weeks ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-united-states-usa-0-to-5-years-301224501982
Delhi	Executive - Operations	Startek	Noida	funding | operations management | data analysis | team management | warehouse operations | customer service | logistics | machine learning	3+ weeks ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-0-to-6-years-260425502608
Delhi	Executive - Operations	Startek	Noida	operations management | project management | backend operations | team management | back office operations | back office | customer service | logistics	3+ weeks ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-0-to-4-years-251025502313
Delhi	Executive - Operations	Startek	Noida	funding | operations management | data analysis | team management | warehouse operations | customer service | logistics | machine learning	3+ weeks ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-0-to-4-years-251025502226
Delhi	Executive - Operations	Startek	Noida	funding | operations management | data analysis | team management | warehouse operations | customer service | logistics | machine learning	3+ weeks ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-0-to-6-years-161224502710
Delhi	Executive - Operations	Startek	Noida	funding | operations management | data analysis | team management | warehouse operations | customer service | logistics | machine learning	3+ weeks ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-0-to-5-years-101224502197
Delhi	Executive - Operations	Startek	Noida	operations planning | operations management | management skills | supply chain | warehouse operations | logistics | problem solving | warehouse	3+ weeks ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-0-to-5-years-090426504673
Delhi	Executive - Operations	Startek	Noida	operations planning | operations management | management skills | supply chain | process optimization | logistics | problem solving | warehouse	3+ weeks ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-0-to-5-years-060426500905
Delhi	Executive - Operations	Startek	Noida	funding | operations management | data analysis | team management | warehouse operations | customer service | logistics | machine learning	3+ weeks ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-1-to-6-years-050525501239
Delhi	Last Mile Manager	Cityfurnish	"Mumbai, Gurugram, Bengaluru"	Supply Chain Operations | Reverse Logistics | Manpower Management | Last Mile Delivery | e-commerce operations | Cost Management | SLA | Vendor Management	5 days ago	https://www.naukri.com/job-listings-last-mile-manager-cityfurnish-mumbai-gurugram-bengaluru-5-to-10-years-180626030427
Delhi	Rider - Team Lead	OZI Technologies	Delhi / NCR	Delivery Operations | Fleet Operations | Last Mile Delivery | Route Planning | Route3 | Ride | Operations | Last Mile	1 week ago	https://www.naukri.com/job-listings-rider-team-lead-ozi-technologies-delhi-ncr-1-to-2-years-160626026893
Delhi	Team Lead	Shadowfax Technologies	New Delhi(Darya Ganj)	Reverse Logistics | first mile | Inbound Logistics | Outbound Logistics | Last Mile Delivery | Last Mile | Hub Operations | Route Planning	2 weeks ago	https://www.naukri.com/job-listings-team-lead-shadowfax-technologies-new-delhi-2-to-6-years-070626003655
